req,origin_station,destination_station,start_driving_time,arriving_time,Rev
2,41,60,1,3,318
2,41,515,1,3,318
2,41,518,1,3,318
2,41,519,1,3,318
2,41,1873,1,3,318
2,41,2519,1,3,318
2,906,60,1,3,318
2,906,515,1,3,318
2,906,518,1,3,318
2,906,519,1,3,318
2,906,1873,1,3,318
2,906,2519,1,3,318
2,1703,60,1,3,318
2,1703,515,1,3,318
2,1703,518,1,3,318
2,1703,519,1,3,318
2,1703,1873,1,3,318
2,1710,60,1,3,318
2,1710,514,1,3,318
2,1710,515,1,3,318
2,1710,518,1,3,318
2,1710,519,1,3,318
2,1710,1873,1,3,318
2,1710,2517,1,3,318
2,1710,2519,1,3,318
2,1710,2676,1,3,318
2,2242,60,1,3,318
2,2242,514,1,3,318
2,2242,515,1,3,318
2,2242,518,1,3,318
2,2242,519,1,3,318
2,2242,1873,1,3,318
2,2242,2517,1,3,318
2,2242,2519,1,3,318
2,2242,2676,1,3,318
2,9178,60,1,3,318
2,9178,515,1,3,318
2,9178,518,1,3,318
2,9178,519,1,3,318
2,9178,1873,1,3,318
2,9178,2519,1,3,318
3,444,1669,1,3,378
3,1160,1669,1,3,378
3,2831,1669,1,3,378
3,2869,1669,1,4,378
3,8371,1669,1,3,378
4,60,262,1,3,325
4,518,262,1,3,325
4,519,262,1,3,325
4,526,262,1,3,325
4,1873,262,1,3,325
4,2519,262,1,3,325
4,2683,262,1,3,325
4,6001,262,1,3,325
4,10025,262,1,3,325
5,60,2242,1,3,339
5,515,2242,1,3,339
5,518,2242,1,3,339
5,1873,2242,1,3,339
5,1873,9178,1,3,339
5,2519,2242,1,3,339
5,2676,2242,1,3,339
6,60,2242,1,3,339
6,515,2242,1,3,339
6,518,2242,1,3,339
6,1873,2242,1,3,339
6,1873,9178,1,3,339
6,2519,2242,1,3,339
6,2676,2242,1,3,339
7,41,374,1,3,383
7,41,625,1,3,383
7,41,769,1,3,383
7,41,770,1,3,383
7,41,1779,1,3,383
7,41,1847,1,3,383
7,41,2185,1,3,383
7,41,2848,1,3,383
7,41,3025,1,3,383
7,301,625,1,3,383
7,301,769,1,3,383
7,301,1847,1,3,383
7,301,2185,1,3,383
7,808,625,1,3,383
7,808,769,1,3,383
7,808,1847,1,3,383
7,808,2185,1,3,383
7,809,625,1,3,383
7,809,769,1,3,383
7,809,1847,1,3,383
7,809,2185,1,3,383
7,906,374,1,3,383
7,906,625,1,3,383
7,906,769,1,3,383
