req,origin_station,destination_station,start_driving_time,arriving_time,Rev
1,625,41,1,3,309
1,625,906,1,3,309
1,625,1710,1,3,309
1,625,2242,1,3,309
1,769,41,1,3,309
1,769,301,1,3,309
1,769,808,1,3,309
1,769,809,1,3,309
1,769,906,1,3,309
1,769,1104,1,3,309
1,769,1106,1,3,309
1,769,1136,1,3,309
1,769,1420,1,3,309
1,769,1594,1,3,309
1,769,1684,1,3,309
1,769,1703,1,3,309
1,769,1710,1,3,309
1,769,2242,1,3,309
1,769,2327,1,3,309
1,769,2391,1,3,309
1,769,2663,1,3,309
1,769,2869,1,2,309
1,769,2900,1,3,309
1,769,3032,1,3,309
1,769,3211,1,3,309
1,769,7475,1,3,309
1,769,7615,1,3,309
1,769,9178,1,3,309
1,769,10453,1,3,309
1,770,906,1,3,309
1,1779,906,1,3,309
1,1847,41,1,3,309
1,1847,808,1,3,309
1,1847,809,1,3,309
1,1847,906,1,3,309
1,1847,1104,1,3,309
1,1847,1106,1,3,309
1,1847,1136,1,3,309
1,1847,1420,1,3,309
1,1847,1594,1,3,309
1,1847,1703,1,3,309
1,1847,1710,1,3,309
1,1847,2242,1,3,309
1,1847,2327,1,3,309
1,1847,2391,1,3,309
1,1847,2663,1,3,309
1,1847,2869,1,3,309
1,1847,3032,1,3,309
1,1847,3211,1,3,309
1,1847,7475,1,3,309
1,1847,7615,1,3,309
1,1847,9178,1,3,309
1,1847,10453,1,3,309
1,2185,41,1,3,309
1,2185,906,1,3,309
1,2185,1104,1,3,309
1,2185,1703,1,3,309
1,2185,1710,1,3,309
1,2185,2242,1,3,309
1,2185,2663,1,3,309
1,2185,3211,1,3,309
1,2185,7615,1,3,309
1,2185,9178,1,3,309
1,2848,41,1,3,309
1,2848,906,1,3,309
1,2848,1104,1,3,309
1,2848,1710,1,3,309
1,2848,2242,1,3,309
1,2848,2663,1,3,309
1,2848,3032,1,3,309
1,3025,41,1,3,309
1,3025,906,1,3,309
1,3025,1104,1,3,309
1,3025,1703,1,3,309
1,3025,1710,1,3,309
1,3025,2242,1,3,309
1,3025,2663,1,3,309
1,3025,3032,1,3,309
1,3025,3211,1,3,309
1,3025,7615,1,3,309
1,3025,9178,1,3,309
3,2606,374,1,2,338
3,2606,625,1,2,338
3,2606,769,1,2,338
3,2606,770,1,2,338
3,2606,1779,1,3,338
3,2606,1847,1,2,338
3,2606,2185,1,2,338
3,2606,2848,1,2,338
3,2606,3025,1,2,338
3,2610,374,1,2,338
3,2610,625,1,2,338
3,2610,769,1,2,338
3,2610,770,1,2,338
3,2610,1779,1,2,338
3,2610,1847,1,2,338
3,2610,2185,1,2,338
3,2610,2848,1,2,338
3,2610,3025,1,2,338
3,7475,625,1,3,338
3,7475,769,1,3,338
3,7475,1779,1,3,338
3,7475,1847,1,3,338
3,7475,2185,1,3,338
3,7475,3025,1,3,338
6,808,41,2,3,301
6,808,906,2,3,301
6,808,1104,2,3,301
6,808,1703,2,3,301
6,808,1710,2,3,301
6,808,2242,2,3,301
6,808,9178,2,3,301
6,809,41,2,3,301
6,809,906,2,3,301
6,809,1104,2,3,301
6,809,1703,2,3,301
6,809,1710,2,3,301
6,809,2242,2,3,301
6,809,9178,2,3,301
6,1594,41,2,3,301
6,1594,906,2,3,301
6,1594,1104,2,3,301
6,1594,1703,2,3,301
6,1594,1710,2,3,301
6,1594,2242,2,3,301
6,1594,9178,2,3,301
6,2327,41,2,3,301
6,2327,906,2,3,301
6,2327,2242,2,3,301
6,2869,41,2,3,301
6,2869,906,2,3,301
6,2869,1703,2,3,301
6,2869,1710,2,3,301
6,2869,2242,2,3,301
7,41,301,2,3,291
7,41,808,2,3,291
7,41,809,2,3,291
7,41,1420,2,3,291
7,41,1594,2,3,291
7,41,2327,2,3,291
7,41,2869,2,3,291
7,301,808,2,3,291
7,301,809,2,3,291
7,301,1594,2,3,291
7,808,809,2,3,291
7,808,1594,2,3,291
7,808,2869,2,3,291
7,809,808,2,3,291
7,809,1594,2,3,291
7,809,2869,2,3,291
7,906,301,2,3,291
7,906,808,2,3,291
7,906,809,2,3,291
7,906,1420,2,3,291
7,906,1594,2,3,291
7,906,2327,2,3,291
7,906,2869,2,3,291
7,906,3273,2,3,291
7,1104,301,2,3,291
7,1104,808,2,3,291
7,1104,809,2,3,291
7,1104,1420,2,3,291
7,1104,1594,2,3,291
7,1104,2327,2,3,291
7,1104,2869,2,3,291
7,1106,808,2,3,291
7,1106,809,2,3,291
7,1106,1594,2,3,291
7,1106,2327,2,3,291
7,1106,2869,2,3,291
7,1420,301,2,3,291
7,1420,808,2,3,291
7,1420,809,2,3,291
7,1420,1594,2,3,291
7,1594,808,2,3,291
7,1594,809,2,3,291
7,1684,808,2,3,291
7,1703,301,2,3,291
7,1703,808,2,3,291
7,1703,809,2,3,291
7,1703,1420,2,3,291
7,1703,1594,2,3,291
