req,origin_station,destination_station,start_driving_time,arriving_time,Rev
2,41,60,1,3,318
2,41,515,1,3,318
2,41,518,1,3,318
2,41,519,1,3,318
2,41,1873,1,3,318
2,41,2519,1,3,318
2,906,60,1,3,318
2,906,515,1,3,318
2,906,518,1,3,318
2,906,519,1,3,318
2,906,1873,1,3,318
2,906,2519,1,3,318
2,1703,60,1,3,318
2,1703,515,1,3,318
2,1703,518,1,3,318
2,1703,519,1,3,318
2,1703,1873,1,3,318
2,1710,60,1,3,318
2,1710,514,1,3,318
2,1710,515,1,3,318
2,1710,518,1,3,318
2,1710,519,1,3,318
2,1710,1873,1,3,318
2,1710,2517,1,3,318
2,1710,2519,1,3,318
2,1710,2676,1,3,318
2,2242,60,1,3,318
2,2242,514,1,3,318
2,2242,515,1,3,318
2,2242,518,1,3,318
2,2242,519,1,3,318
2,2242,1873,1,3,318
2,2242,2517,1,3,318
2,2242,2519,1,3,318
2,2242,2676,1,3,318
2,2831,518,2,3,318
2,9178,60,1,3,318
2,9178,515,1,3,318
2,9178,518,1,3,318
2,9178,519,1,3,318
2,9178,1873,1,3,318
2,9178,2519,1,3,318
3,60,2242,1,3,339
3,515,2242,1,3,339
3,518,2242,1,3,339
3,1873,2242,1,3,339
3,1873,9178,1,3,339
3,2519,2242,1,3,339
3,2676,2242,1,3,339
4,41,301,1,2,383
4,41,374,1,3,383
4,41,625,1,3,383
4,41,769,1,3,383
4,41,770,1,3,383
4,41,808,1,2,383
4,41,809,1,2,383
4,41,1160,1,2,383
4,41,1420,1,2,383
4,41,1594,1,2,383
4,41,1779,1,3,383
4,41,1847,1,3,383
4,41,2185,1,3,383
4,41,2327,1,2,383
4,41,2848,1,3,383
4,41,2869,1,2,383
4,41,3025,1,3,383
4,41,3273,1,2,383
4,301,625,1,3,383
4,301,769,1,3,383
4,301,808,1,2,383
4,301,809,1,2,383
4,301,1594,1,2,383
4,301,1847,1,3,383
4,301,2185,1,3,383
4,444,769,2,3,383
4,769,625,2,3,383
4,769,1847,2,3,383
4,769,2185,2,3,383
4,808,625,1,3,383
4,808,769,1,3,383
4,808,809,1,2,383
4,808,1594,1,2,383
4,808,1847,1,3,383
4,808,2185,1,3,383
4,808,2869,1,2,383
4,809,625,1,3,383
4,809,769,1,3,383
4,809,808,1,2,383
4,809,1594,1,2,383
4,809,1847,1,3,383
4,809,2185,1,3,383
4,809,2869,1,2,383
4,906,301,1,2,383
4,906,374,1,3,383
