req,origin_station,destination_station,start_driving_time,arriving_time,Rev
2,1710,518,2,5,361
2,1710,526,2,5,361
2,1710,527,2,5,361
2,1710,2523,2,5,361
2,1710,2683,2,5,361
2,2242,526,2,5,361
2,2242,2523,2,5,361
4,7475,651,2,6,477
4,7475,2773,2,6,477
5,7475,2670,2,5,303
7,301,1710,3,5,297
7,301,2242,3,5,297
7,808,41,3,5,297
7,808,906,3,5,297
7,808,1104,3,5,297
7,808,1703,3,5,297
7,808,1710,3,5,297
7,808,2242,3,5,297
7,808,9178,3,5,297
7,809,41,3,5,297
7,809,906,3,5,297
7,809,1104,3,5,297
7,809,1703,3,5,297
7,809,1710,3,5,297
7,809,2242,3,5,297
7,809,9178,3,5,297
7,1420,41,3,5,297
7,1420,1703,3,5,297
7,1420,1710,3,5,297
7,1420,2242,3,5,297
7,1420,9178,3,5,297
7,1594,41,3,5,297
7,1594,906,3,5,297
7,1594,1104,3,5,297
7,1594,1703,3,5,297
7,1594,1710,3,5,297
7,1594,2242,3,5,297
7,1594,9178,3,5,297
7,2327,41,3,5,297
7,2327,906,3,5,297
7,2327,1710,3,5,297
7,2327,2242,3,5,297
7,2869,41,3,5,297
7,2869,906,3,5,297
7,2869,1703,3,5,297
7,2869,1710,3,5,297
7,2869,2242,3,5,297
8,41,769,3,6,373
8,41,1480,3,7,373
8,41,1779,3,6,373
8,41,2185,3,6,373
8,41,10152,3,6,373
8,906,769,3,6,373
8,906,1480,3,6,373
8,906,1779,3,6,373
8,906,1847,3,6,373
8,906,2185,3,6,373
8,906,10152,3,6,373
8,1104,1480,3,7,373
8,1703,1480,3,7,373
8,1703,10152,3,7,373
8,1710,769,3,6,373
8,1710,1480,3,7,373
8,1710,10152,3,6,373
8,2242,769,3,6,373
8,2242,1480,3,6,373
8,2242,1779,3,6,373
8,2242,1847,3,6,373
8,2242,2185,3,6,373
8,2242,10152,3,6,373
8,2327,1480,3,6,373
8,2663,1480,3,6,373
8,3211,1480,3,6,373
8,7615,1480,3,6,373
8,9178,1480,3,7,373
9,41,769,3,6,373
9,41,1480,3,7,373
9,41,1779,3,6,373
9,41,2185,3,6,373
9,41,10152,3,6,373
9,906,769,3,6,373
9,906,1480,3,6,373
9,906,1779,3,6,373
9,906,1847,3,6,373
9,906,2185,3,6,373
9,906,10152,3,6,373
9,1104,1480,3,7,373
9,1703,1480,3,7,373
9,1703,10152,3,7,373
9,1710,769,3,6,373
9,1710,1480,3,7,373
9,1710,10152,3,6,373
9,2242,769,3,6,373
9,2242,1480,3,6,373
9,2242,1779,3,6,373
9,2242,1847,3,6,373
9,2242,2185,3,6,373
9,2242,10152,3,6,373
9,2327,1480,3,6,373
9,2663,1480,3,6,373
9,3211,1480,3,6,373
9,7615,1480,3,6,373
9,9178,1480,3,7,373
10,301,60,3,6,305
10,301,515,3,6,305
10,301,518,3,6,305
10,301,519,3,6,305
10,301,526,3,6,305
10,301,527,3,6,305
10,301,1873,3,6,305
10,301,2519,3,6,305
10,301,2523,3,6,305
10,301,2683,3,6,305
10,301,6001,3,6,305
10,444,19,3,5,305
10,444,60,3,5,305
10,444,514,3,5,305
10,444,515,3,5,305
10,444,518,3,5,305
10,444,519,3,5,305
10,444,524,3,5,305
10,444,526,3,5,305
10,444,527,3,5,305
10,444,1873,3,5,305
10,444,2517,3,5,305
10,444,2519,3,5,305
10,444,2523,3,5,305
10,444,2676,3,5,305
10,444,2681,3,5,305
10,444,2683,3,5,305
10,444,6001,3,6,305
10,444,10025,3,6,305
10,808,60,3,6,305
10,808,514,3,6,305
10,808,515,3,6,305
10,808,518,3,6,305
10,808,519,3,6,305
10,808,524,3,6,305
10,808,526,3,6,305
10,808,527,3,6,305
10,808,1873,3,6,305
10,808,2517,3,6,305
10,808,2519,3,6,305
10,808,2523,3,6,305
10,808,2676,3,6,305
10,808,2683,3,6,305
10,808,6001,3,6,305
10,808,10025,3,6,305
10,809,60,3,6,305
10,809,514,3,6,305
10,809,515,3,6,305
10,809,518,3,6,305
10,809,519,3,6,305
10,809,524,3,6,305
10,809,526,3,6,305
