req,origin_station,destination_station,start_driving_time,arriving_time,Rev
1,1160,1669,2,5,466
1,1420,1669,2,6,466
1,1594,1669,2,6,466
1,2831,1669,2,5,466
1,8371,1669,2,5,466
4,2242,202,2,5,320
7,1160,60,3,5,338
7,1160,515,3,5,338
7,1160,518,3,5,338
7,1160,519,3,5,338
7,1160,524,3,6,338
7,1160,526,3,6,338
7,1160,527,3,6,338
7,1160,1873,3,5,338
7,1160,2519,3,5,338
7,1160,2523,3,6,338
7,1160,2676,3,5,338
7,1160,2683,3,6,338
7,1160,6001,3,6,338
7,1160,10025,3,6,338
7,1856,60,3,6,338
7,1856,515,3,6,338
7,1856,518,3,6,338
7,1856,519,3,6,338
7,1856,524,3,6,338
7,1856,526,3,6,338
7,1856,527,3,7,338
7,1856,1873,3,6,338
7,1856,2519,3,6,338
7,1856,2523,3,7,338
7,1856,2676,3,6,338
7,1856,2683,3,7,338
7,1856,6001,3,7,338
7,1856,10025,3,7,338
7,2327,60,3,6,338
7,2327,515,3,6,338
7,2327,518,3,6,338
7,2327,519,3,6,338
7,2327,526,3,6,338
7,2327,527,3,6,338
7,2327,1873,3,6,338
7,2327,2519,3,6,338
7,2327,2523,3,6,338
7,2327,2683,3,6,338
7,3032,518,3,6,338
7,3032,526,3,6,338
7,3032,527,3,6,338
7,3032,2523,3,6,338
7,3032,2683,3,7,338
11,444,541,4,7,353
11,444,1237,4,8,353
11,444,1669,4,7,353
11,504,1669,4,7,353
11,1160,1669,4,7,353
11,2831,541,4,7,353
11,2831,1237,4,8,353
11,2831,1669,4,7,353
11,8371,541,4,7,353
11,8371,1237,4,8,353
11,8371,1669,4,7,353
14,41,60,4,7,319
14,41,515,4,7,319
14,41,518,4,7,319
14,41,519,4,7,319
14,41,1873,4,7,319
14,906,60,4,7,319
14,906,515,4,7,319
14,906,518,4,7,319
14,906,519,4,7,319
14,906,1873,4,7,319
14,1703,60,4,7,319
14,1703,515,4,7,319
14,1703,518,4,7,319
14,1703,1873,4,7,319
14,1710,60,4,7,319
14,1710,514,4,7,319
14,1710,515,4,7,319
14,1710,518,4,7,319
14,1710,519,4,7,319
14,1710,1873,4,7,319
14,1710,2519,4,7,319
14,1710,2676,4,7,319
14,2242,60,4,7,319
14,2242,514,4,7,319
14,2242,515,4,7,319
14,2242,518,4,7,319
14,2242,519,4,7,319
14,2242,1873,4,7,319
14,2242,2519,4,7,319
14,2242,2676,4,7,319
14,9178,60,4,7,319
14,9178,515,4,7,319
14,9178,518,4,7,319
14,9178,519,4,7,319
14,9178,1873,4,7,319
14,9178,2519,4,7,319
15,41,769,4,7,359
15,41,2185,4,7,359
15,906,625,4,7,359
15,906,769,4,7,359
15,906,1847,4,7,359
15,906,2185,4,7,359
15,1703,769,4,7,359
15,1710,769,4,7,359
15,1710,2185,4,7,359
15,2242,625,4,7,359
15,2242,769,4,7,359
15,2242,1847,4,7,359
15,2242,2185,4,7,359
16,2242,19,5,8,276
16,2242,2670,5,8,276
16,2663,19,5,8,276
16,2663,2670,5,8,276
16,9178,19,5,8,276
17,41,19,5,8,347
17,41,60,5,8,347
17,41,506,5,8,347
17,41,514,5,8,347
17,41,515,5,8,347
17,41,518,5,8,347
17,41,519,5,8,347
17,41,524,5,8,347
17,41,526,5,8,347
17,41,1873,5,8,347
17,41,2517,5,8,347
17,41,2519,5,8,347
17,41,2523,5,8,347
17,41,2670,5,8,347
17,41,2676,5,8,347
17,301,60,5,8,347
17,301,515,5,8,347
17,301,518,5,8,347
17,301,519,5,8,347
17,301,1873,5,8,347
17,301,2519,5,8,347
17,808,60,5,8,347
17,808,515,5,8,347
17,808,518,5,8,347
17,808,519,5,8,347
17,808,1873,5,8,347
17,808,2519,5,8,347
17,809,60,5,8,347
17,809,515,5,8,347
17,809,518,5,8,347
17,809,519,5,8,347
17,809,1873,5,8,347
17,809,2519,5,8,347
17,906,19,5,8,347
17,906,60,5,8,347
17,906,506,5,8,347
17,906,514,5,8,347
17,906,515,5,8,347
17,906,518,5,8,347
17,906,519,5,8,347
17,906,524,5,8,347
17,906,526,5,8,347
17,906,527,5,8,347
17,906,1873,5,8,347
17,906,2517,5,8,347
17,906,2519,5,8,347
17,906,2523,5,8,347
17,906,2670,5,8,347
17,906,2676,5,8,347
17,1104,60,5,9,347
17,1104,514,5,8,347
17,1104,515,5,8,347
17,1104,518,5,9,347
17,1104,519,5,9,347
17,1104,1873,5,9,347
17,1104,2517,5,8,347
17,1104,2519,5,9,347
17,1104,2676,5,9,347
17,1106,60,5,8,347
17,1106,515,5,8,347
17,1106,518,5,9,347
17,1106,519,5,9,347
17,1106,1873,5,9,347
17,1420,60,5,8,347
17,1420,514,5,8,347
17,1420,515,5,8,347
17,1420,518,5,8,347
17,1420,519,5,8,347
17,1420,1873,5,8,347
17,1420,2519,5,8,347
17,1420,2676,5,8,347
17,1594,60,5,8,347
17,1594,515,5,8,347
17,1594,518,5,8,347
17,1594,519,5,8,347
17,1594,1873,5,8,347
17,1594,2519,5,8,347
17,1703,19,5,8,347
17,1703,60,5,8,347
17,1703,506,5,8,347
17,1703,514,5,8,347
17,1703,515,5,8,347
17,1703,518,5,8,347
17,1703,519,5,8,347
17,1703,524,5,8,347
17,1703,526,5,8,347
17,1703,527,5,8,347
17,1703,1873,5,8,347
17,1703,2517,5,8,347
17,1703,2519,5,8,347
17,1703,2523,5,8,347
17,1703,2670,5,8,347
17,1703,2676,5,8,347
17,1710,19,5,8,347
17,1710,60,5,8,347
17,1710,506,5,8,347
17,1710,507,5,8,347
17,1710,509,5,8,347
17,1710,514,5,8,347
17,1710,515,5,8,347
17,1710,518,5,8,347
17,1710,519,5,8,347
17,1710,524,5,8,347
17,1710,526,5,8,347
17,1710,527,5,8,347
17,1710,1873,5,8,347
17,1710,2517,5,8,347
17,1710,2519,5,8,347
17,1710,2523,5,8,347
17,1710,2670,5,8,347
17,1710,2676,5,8,347
17,1710,2683,5,8,347
17,1710,6001,5,8,347
17,2242,19,5,8,347
17,2242,60,5,8,347
17,2242,506,5,8,347
17,2242,507,5,8,347
17,2242,509,5,8,347
17,2242,514,5,8,347
17,2242,515,5,8,347
17,2242,518,5,8,347
17,2242,519,5,8,347
17,2242,524,5,8,347
17,2242,526,5,8,347
17,2242,527,5,8,347
17,2242,1873,5,8,347
17,2242,2517,5,8,347
17,2242,2519,5,8,347
17,2242,2523,5,8,347
17,2242,2670,5,8,347
17,2242,2676,5,8,347
17,2242,2683,5,8,347
17,2327,60,5,8,347
17,2327,515,5,8,347
17,2327,518,5,8,347
17,2327,519,5,8,347
17,2327,1873,5,8,347
17,2663,60,5,8,347
17,2663,515,5,8,347
17,2663,518,5,8,347
17,2663,519,5,8,347
17,2663,1873,5,8,347
17,2663,2519,5,8,347
17,2869,518,5,8,347
17,3211,60,5,8,347
17,3211,515,5,8,347
17,3211,518,5,8,347
17,3211,519,5,8,347
17,3211,1873,5,8,347
17,3211,2519,5,8,347
17,3211,2676,5,8,347
17,7615,60,5,8,347
17,7615,514,5,8,347
17,7615,515,5,8,347
17,7615,518,5,8,347
17,7615,519,5,8,347
17,7615,1873,5,8,347
17,7615,2519,5,8,347
17,7615,2676,5,8,347
17,9178,19,5,8,347
17,9178,60,5,8,347
17,9178,506,5,8,347
17,9178,507,5,8,347
17,9178,509,5,8,347
17,9178,514,5,8,347
17,9178,515,5,8,347
17,9178,518,5,8,347
17,9178,519,5,8,347
17,9178,524,5,8,347
17,9178,526,5,8,347
17,9178,527,5,8,347
17,9178,1873,5,8,347
17,9178,2517,5,8,347
17,9178,2519,5,8,347
17,9178,2523,5,8,347
17,9178,2670,5,8,347
17,9178,2676,5,8,347
17,9178,2683,5,8,347
18,41,1669,6,10,550
18,906,1669,6,10,550
18,1104,1669,6,10,550
18,1136,1669,6,11,550
18,1703,1669,6,10,550
18,1710,1669,6,10,550
18,1888,1669,6,11,550
18,2242,1669,6,10,550
18,2327,1669,6,10,550
18,2606,541,6,9,550
18,2606,1237,6,10,550
18,2606,1669,6,10,550
18,2610,541,6,9,550
18,2610,1237,6,10,550
18,2610,1669,6,10,550
18,2663,1669,6,10,550
18,2900,1669,6,11,550
18,3032,1669,6,10,550
18,3211,1669,6,10,550
18,7475,541,6,10,550
18,7475,1237,6,11,550
18,7475,1669,6,10,550
18,9178,1669,6,10,550
20,769,2606,6,8,277
20,769,2610,6,8,277
20,1847,2606,6,8,277
20,1847,2610,6,8,277
20,2185,2606,6,8,277
20,2185,2610,6,8,277
22,41,301,7,9,269
22,41,808,7,9,269
22,41,809,7,9,269
22,41,1160,7,9,269
22,41,1420,7,9,269
