req,origin_station,destination_station,start_driving_time,arriving_time,Rev
3,60,1703,2,5,410
3,60,1710,2,5,410
3,60,2242,2,5,410
3,60,2606,2,5,410
3,60,2610,2,5,410
3,60,7475,2,6,410
3,60,9178,2,5,410
3,514,2606,2,5,410
3,514,2610,2,5,410
3,514,7475,2,5,410
3,515,41,2,5,410
3,515,1703,2,5,410
3,515,1710,2,5,410
3,515,2242,2,5,410
3,515,2606,2,5,410
3,515,2610,2,5,410
3,515,7475,2,6,410
3,515,9178,2,5,410
3,518,1703,2,5,410
3,518,1710,2,5,410
3,518,2242,2,5,410
3,518,2606,2,5,410
3,518,2610,2,5,410
3,518,7475,2,6,410
3,518,9178,2,5,410
3,519,1703,2,5,410
3,519,1710,2,5,410
3,519,2242,2,5,410
3,519,2606,2,5,410
3,519,2610,2,5,410
3,519,7475,2,6,410
3,519,9178,2,5,410
3,524,1710,2,5,410
3,524,2606,2,5,410
3,524,2610,2,5,410
3,524,7475,2,6,410
3,526,41,2,5,410
3,526,1703,2,5,410
3,526,1710,2,5,410
3,526,2242,2,5,410
3,526,2606,2,5,410
3,526,2610,2,5,410
3,526,7475,2,6,410
3,526,9178,2,5,410
3,527,41,2,5,410
3,527,1703,2,5,410
3,527,1710,2,5,410
3,527,2242,2,5,410
3,527,2606,2,5,410
3,527,2610,2,5,410
3,527,7475,2,6,410
3,527,9178,2,5,410
3,1873,41,2,5,410
3,1873,1703,2,5,410
3,1873,1710,2,5,410
3,1873,2242,2,5,410
3,1873,2606,2,5,410
3,1873,2610,2,5,410
3,1873,7475,2,6,410
3,1873,9178,2,5,410
3,2517,1710,2,5,410
3,2517,2606,2,5,410
3,2517,2610,2,5,410
3,2517,7475,2,5,410
3,2519,41,2,5,410
3,2519,1703,2,5,410
3,2519,1710,2,5,410
3,2519,2242,2,5,410
3,2519,2606,2,5,410
3,2519,2610,2,5,410
3,2519,7475,2,6,410
3,2519,9178,2,5,410
3,2523,41,2,5,410
3,2523,1703,2,5,410
3,2523,1710,2,5,410
3,2523,2242,2,5,410
3,2523,2327,2,5,410
3,2523,2606,2,5,410
3,2523,2610,2,5,410
3,2523,2663,2,6,410
3,2523,7475,2,6,410
3,2523,9178,2,5,410
3,2676,2606,2,5,410
3,2676,2610,2,5,410
3,2676,7475,2,6,410
3,2681,2610,2,5,410
3,2683,1710,2,5,410
3,2683,2242,2,5,410
3,2683,2606,2,5,410
3,2683,2610,2,5,410
3,2683,7475,2,6,410
3,6001,1710,2,5,410
3,6001,2242,2,5,410
3,6001,2606,2,5,410
3,6001,2610,2,5,410
3,6001,7475,2,6,410
3,10025,2606,2,5,410
3,10025,2610,2,5,410
3,10025,7475,2,6,410
4,60,2242,2,5,339
4,515,2242,2,5,339
4,518,2242,2,5,339
4,1873,2242,2,5,339
4,1873,9178,2,5,339
4,2519,2242,2,5,339
4,2676,2242,2,5,339
6,7475,651,2,6,477
6,7475,2773,2,6,477
7,625,2606,2,5,282
7,625,2610,2,4,282
7,769,2606,2,4,282
7,769,2610,2,4,282
7,769,7475,2,5,282
7,1847,2606,2,4,282
7,1847,2610,2,4,282
7,1847,7475,2,5,282
7,2185,2606,2,4,282
7,2185,2610,2,4,282
7,2185,7475,2,5,282
8,41,60,2,5,362
8,41,515,2,5,362
8,41,518,2,5,362
8,41,524,2,5,362
8,41,526,2,5,362
8,41,527,2,5,362
8,41,2523,2,5,362
8,906,60,2,5,362
8,906,515,2,5,362
8,906,518,2,5,362
8,906,524,2,5,362
8,906,526,2,5,362
8,906,527,2,5,362
8,906,2523,2,5,362
8,1703,60,2,5,362
8,1703,515,2,5,362
8,1703,518,2,5,362
8,1703,524,2,5,362
8,1703,526,2,5,362
8,1703,527,2,5,362
8,1703,2523,2,5,362
8,1710,60,2,5,362
8,1710,515,2,5,362
8,1710,518,2,5,362
8,1710,519,2,5,362
8,1710,524,2,5,362
8,1710,526,2,5,362
8,1710,527,2,5,362
8,1710,1873,2,5,362
8,1710,2519,2,5,362
8,1710,2523,2,5,362
8,1710,2676,2,5,362
8,1710,2683,2,5,362
8,1710,6001,2,5,362
8,2242,60,2,5,362
8,2242,515,2,5,362
8,2242,518,2,5,362
8,2242,519,2,5,362
8,2242,524,2,5,362
8,2242,526,2,5,362
8,2242,527,2,5,362
8,2242,1873,2,5,362
8,2242,2519,2,5,362
8,2242,2523,2,5,362
8,2242,2683,2,5,362
8,2242,6001,2,5,362
8,9178,60,2,5,362
8,9178,515,2,5,362
8,9178,518,2,5,362
8,9178,519,2,5,362
8,9178,524,2,5,362
8,9178,526,2,5,362
8,9178,527,2,5,362
8,9178,1873,2,5,362
8,9178,2519,2,5,362
8,9178,2523,2,5,362
8,9178,2683,2,5,362
9,41,60,2,5,336
9,41,514,2,5,336
9,41,515,2,5,336
