req,origin_station,destination_station,start_driving_time,arriving_time,Rev
4,60,1160,2,4,262
4,515,1160,2,4,262
4,518,1160,2,4,262
4,519,1160,2,4,262
4,524,1160,2,4,262
4,524,2831,2,4,262
4,524,8371,2,4,262
4,526,1160,2,5,262
4,526,2831,2,4,262
4,526,8371,2,4,262
4,527,1160,2,5,262
4,527,2831,2,4,262
4,527,8371,2,4,262
4,1873,1160,2,4,262
4,1873,2831,2,4,262
4,1873,8371,2,4,262
4,2519,1160,2,4,262
4,2519,2831,2,4,262
4,2519,8371,2,4,262
4,2523,1160,2,4,262
4,2523,2831,2,4,262
4,2523,8371,2,4,262
4,2683,1160,2,5,262
4,6001,1160,2,5,262
5,60,1160,2,4,262
5,515,1160,2,4,262
5,518,1160,2,4,262
5,519,1160,2,4,262
5,524,1160,2,4,262
5,524,2831,2,4,262
5,524,8371,2,4,262
5,526,1160,2,5,262
5,526,2831,2,4,262
5,526,8371,2,4,262
5,527,1160,2,5,262
5,527,2831,2,4,262
5,527,8371,2,4,262
5,1873,1160,2,4,262
5,1873,2831,2,4,262
5,1873,8371,2,4,262
5,2519,1160,2,4,262
5,2519,2831,2,4,262
5,2519,8371,2,4,262
5,2523,1160,2,4,262
5,2523,2831,2,4,262
5,2523,8371,2,4,262
5,2683,1160,2,5,262
5,6001,1160,2,5,262
8,41,7475,3,5,256
8,301,1710,3,5,256
8,301,2242,3,5,256
8,301,7475,3,5,256
8,808,41,3,5,256
8,808,906,3,5,256
8,808,1104,3,5,256
8,808,1136,3,5,256
8,808,1703,3,5,256
8,808,1710,3,5,256
8,808,2242,3,5,256
8,808,2327,3,5,256
8,808,2663,3,5,256
8,808,2900,3,5,256
8,808,3211,3,5,256
8,808,7475,3,5,256
8,808,9178,3,5,256
8,809,41,3,5,256
8,809,906,3,5,256
8,809,1104,3,5,256
8,809,1136,3,5,256
8,809,1703,3,5,256
8,809,1710,3,5,256
8,809,2242,3,5,256
8,809,2327,3,5,256
8,809,2663,3,5,256
8,809,2900,3,5,256
8,809,3211,3,5,256
8,809,7475,3,5,256
8,809,9178,3,5,256
8,906,2663,3,5,256
8,906,7475,3,5,256
8,1160,41,3,5,256
8,1160,1703,3,5,256
8,1160,1710,3,5,256
8,1160,2242,3,5,256
8,1160,2606,3,5,256
8,1160,2610,3,5,256
8,1160,7475,3,6,256
8,1160,9178,3,5,256
8,1420,1703,3,5,256
8,1420,1710,3,5,256
8,1420,2242,3,5,256
8,1420,7475,3,5,256
8,1420,9178,3,5,256
8,1594,41,3,5,256
8,1594,906,3,5,256
8,1594,1104,3,5,256
8,1594,1703,3,5,256
8,1594,1710,3,5,256
8,1594,2242,3,5,256
8,1594,2327,3,5,256
8,1594,2663,3,5,256
8,1594,7475,3,5,256
8,1594,9178,3,5,256
8,1856,7475,3,5,256
8,2242,7475,3,5,256
8,2327,41,3,5,256
8,2327,906,3,5,256
8,2327,1136,3,5,256
8,2327,1888,3,5,256
8,2327,2242,3,5,256
8,2327,2663,3,5,256
8,2327,2900,3,5,256
8,2327,3032,3,5,256
8,2327,3211,3,5,256
8,2327,7475,3,5,256
8,2610,2606,3,5,256
8,2869,41,3,5,256
8,2869,906,3,5,256
8,2869,1136,3,5,256
8,2869,1710,3,5,256
8,2869,1888,3,5,256
8,2869,2242,3,5,256
8,2869,2327,3,5,256
8,2869,2606,3,5,256
8,2869,2610,3,5,256
8,2869,2663,3,5,256
8,2869,2900,3,5,256
8,2869,3211,3,5,256
8,2869,7475,3,5,256
8,3273,2606,3,5,256
8,3273,2610,3,5,256
8,3273,7475,3,5,256
12,41,301,4,6,239
12,41,808,4,6,239
12,41,809,4,6,239
12,41,906,4,6,239
12,41,1160,4,6,239
12,41,1420,4,6,239
12,41,1594,4,6,239
12,41,1856,4,6,239
12,41,2242,4,6,239
12,41,2327,4,6,239
12,41,2869,4,6,239
12,41,3273,4,6,239
12,41,9178,4,6,239
12,301,808,4,6,239
12,301,809,4,6,239
12,301,1420,4,6,239
12,301,1594,4,6,239
12,301,2327,4,6,239
12,301,2869,4,6,239
12,808,301,4,6,239
12,808,809,4,6,239
12,808,1420,4,6,239
12,808,1594,4,6,239
12,808,2327,4,6,239
12,808,2869,4,6,239
12,809,301,4,6,239
12,809,808,4,6,239
12,809,1594,4,6,239
12,809,2327,4,6,239
12,809,2869,4,6,239
12,906,41,4,6,239
12,906,301,4,6,239
12,906,808,4,6,239
12,906,809,4,6,239
12,906,1160,4,6,239
12,906,1420,4,6,239
12,906,1594,4,6,239
12,906,1856,4,6,239
12,906,2242,4,6,239
12,906,2327,4,6,239
12,906,2610,4,6,239
12,906,2869,4,6,239
12,906,3273,4,6,239
12,906,9178,4,6,239
12,1104,41,4,6,239
12,1104,301,4,6,239
12,1104,808,4,6,239
12,1104,809,4,6,239
12,1104,906,4,6,239
12,1104,1160,4,7,239
12,1104,1420,4,6,239
12,1104,1594,4,6,239
12,1104,2242,4,6,239
12,1104,2327,4,6,239
12,1104,2869,4,6,239
12,1104,3273,4,7,239
12,1104,9178,4,6,239
12,1106,41,4,6,239
12,1106,301,4,6,239
12,1106,808,4,6,239
12,1106,809,4,6,239
12,1106,906,4,6,239
12,1106,1420,4,6,239
12,1106,1594,4,6,239
12,1106,2327,4,6,239
12,1106,2869,4,6,239
12,1136,808,4,6,239
12,1136,809,4,6,239
12,1136,1594,4,6,239
12,1136,2327,4,6,239
12,1136,2869,4,6,239
12,1420,301,4,6,239
12,1420,808,4,6,239
12,1420,809,4,6,239
12,1420,1594,4,6,239
12,1420,2327,4,6,239
12,1420,2869,4,6,239
12,1594,301,4,6,239
12,1594,808,4,6,239
