req,origin_station,destination_station,start_driving_time,arriving_time,Rev
2,41,301,2,4,237
2,41,808,2,4,237
2,41,809,2,4,237
2,41,1160,2,4,237
2,41,1420,2,4,237
2,41,1594,2,4,237
2,41,2327,2,4,237
2,41,2869,2,4,237
2,301,808,2,4,237
2,809,808,2,4,237
2,906,301,2,4,237
2,906,808,2,4,237
2,906,809,2,4,237
2,906,1160,2,4,237
2,906,1594,2,4,237
2,906,2327,2,4,237
2,906,2869,2,4,237
2,1104,808,2,4,237
2,1104,809,2,4,237
2,1104,1594,2,4,237
2,1104,2327,2,4,237
2,1104,2869,2,4,237
2,1703,301,2,4,237
2,1703,808,2,4,237
2,1703,809,2,4,237
2,1703,1160,2,5,237
2,1703,1420,2,4,237
2,1703,1594,2,4,237
2,1703,2327,2,4,237
2,1703,2869,2,4,237
2,1710,301,2,4,237
2,1710,808,2,4,237
2,1710,809,2,4,237
2,1710,1160,2,4,237
2,1710,1420,2,4,237
2,1710,1594,2,4,237
2,1710,2327,2,4,237
2,1710,2869,2,4,237
2,2242,301,2,4,237
2,2242,444,2,4,237
2,2242,808,2,4,237
2,2242,809,2,4,237
2,2242,1160,2,4,237
2,2242,1420,2,4,237
2,2242,1594,2,4,237
2,2242,2327,2,4,237
2,2242,2869,2,4,237
2,2663,2327,2,4,237
2,3211,808,2,4,237
2,3211,809,2,4,237
2,3211,2327,2,4,237
2,3211,2869,2,4,237
2,7615,808,2,4,237
2,7615,809,2,4,237
2,7615,2327,2,4,237
2,7615,2869,2,4,237
2,9178,301,2,4,237
2,9178,808,2,4,237
2,9178,809,2,4,237
2,9178,1160,2,4,237
2,9178,1420,2,4,237
2,9178,1594,2,4,237
4,60,1160,2,4,262
4,515,1160,2,4,262
4,518,1160,2,4,262
4,519,1160,2,4,262
4,524,1160,2,4,262
4,524,2831,2,4,262
4,524,8371,2,4,262
4,526,1160,2,5,262
4,526,2831,2,4,262
4,526,8371,2,4,262
4,527,1160,2,5,262
4,527,2831,2,4,262
4,527,8371,2,4,262
4,1873,1160,2,4,262
4,1873,2831,2,4,262
4,1873,8371,2,4,262
4,2519,1160,2,4,262
4,2519,2831,2,4,262
4,2519,8371,2,4,262
4,2523,1160,2,4,262
4,2523,2831,2,4,262
4,2523,8371,2,4,262
4,2683,1160,2,5,262
4,6001,1160,2,5,262
5,1710,1627,3,7,377
5,2242,1627,3,7,377
7,301,41,3,5,297
7,301,1703,3,5,297
7,301,1710,3,5,297
7,301,2242,3,5,297
7,301,9178,3,5,297
7,808,41,3,5,297
7,808,727,3,6,297
7,808,906,3,5,297
7,808,1104,3,5,297
7,808,1703,3,5,297
7,808,1710,3,5,297
7,808,2242,3,5,297
7,808,9178,3,5,297
7,809,41,3,5,297
7,809,727,3,6,297
7,809,906,3,5,297
7,809,1104,3,5,297
7,809,1703,3,5,297
7,809,1710,3,5,297
7,809,2242,3,5,297
7,809,9178,3,5,297
7,1160,1710,3,5,297
7,1160,2242,3,5,297
7,1420,41,3,5,297
7,1420,1703,3,5,297
7,1420,1710,3,5,297
7,1420,2242,3,5,297
7,1420,9178,3,5,297
7,1594,41,3,5,297
7,1594,906,3,5,297
7,1594,1104,3,5,297
7,1594,1703,3,5,297
7,1594,1710,3,5,297
7,1594,2242,3,5,297
7,1594,9178,3,5,297
7,2327,41,3,5,297
7,2327,906,3,5,297
7,2327,1104,3,5,297
7,2327,1710,3,5,297
7,2327,2242,3,5,297
7,2869,41,3,5,297
7,2869,906,3,5,297
7,2869,1703,3,5,297
7,2869,1710,3,5,297
7,2869,2242,3,5,297
10,41,1669,3,7,485
10,301,1669,3,7,485
10,906,1669,3,7,485
10,1420,1669,3,7,485
10,1594,1669,3,7,485
10,1710,1669,3,7,485
10,2242,541,3,7,485
10,2242,1669,3,7,485
10,2663,541,3,7,485
10,2663,1669,3,7,485
10,3032,1669,3,7,485
10,3211,1669,3,7,485
10,7615,1669,3,7,485
10,9178,541,3,6,485
10,9178,1669,3,7,485
10,10453,1669,3,7,485
11,41,60,4,7,353
11,41,515,4,7,353
11,41,518,4,7,353
11,41,519,4,7,353
11,41,524,4,7,353
11,41,526,4,7,353
11,41,527,4,7,353
11,41,541,4,8,353
11,41,1873,4,7,353
11,41,2519,4,7,353
11,41,2523,4,7,353
11,41,2683,4,7,353
11,41,6001,4,8,353
11,41,10025,4,8,353
11,906,60,4,7,353
11,906,515,4,7,353
11,906,518,4,7,353
11,906,519,4,7,353
11,906,524,4,7,353
11,906,526,4,7,353
11,906,527,4,7,353
11,906,541,4,8,353
11,906,1873,4,7,353
11,906,2519,4,7,353
11,906,2523,4,7,353
11,906,2683,4,7,353
11,906,6001,4,8,353
11,906,10025,4,8,353
11,1160,60,4,6,353
11,1160,515,4,6,353
11,1160,518,4,6,353
11,1160,519,4,6,353
11,1160,526,4,7,353
11,1160,527,4,7,353
11,1160,541,4,7,353
11,1160,1873,4,6,353
11,1160,2519,4,6,353
11,1160,2523,4,7,353
11,1160,2683,4,7,353
11,1420,526,4,7,353
11,1420,2523,4,7,353
11,1594,526,4,7,353
11,1710,60,4,7,353
11,1710,515,4,7,353
11,1710,518,4,7,353
11,1710,526,4,7,353
11,1710,527,4,7,353
11,1710,541,4,8,353
11,1710,1873,4,7,353
11,1710,2523,4,7,353
11,1710,2683,4,7,353
11,2242,60,4,7,353
11,2242,514,4,7,353
11,2242,515,4,7,353
11,2242,518,4,7,353
11,2242,519,4,7,353
11,2242,524,4,7,353
11,2242,526,4,7,353
11,2242,527,4,7,353
11,2242,541,4,8,353
11,2242,1873,4,7,353
11,2242,2517,4,7,353
11,2242,2519,4,7,353
11,2242,2523,4,7,353
11,2242,2676,4,7,353
11,2242,2681,4,7,353
11,2242,2683,4,7,353
11,2242,6001,4,7,353
11,2242,10025,4,7,353
11,7615,526,4,7,353
11,7615,2523,4,7,353
11,9178,60,4,7,353
11,9178,514,4,7,353
11,9178,515,4,7,353
11,9178,518,4,7,353
11,9178,519,4,7,353
11,9178,524,4,7,353
11,9178,526,4,7,353
11,9178,527,4,7,353
11,9178,541,4,7,353
11,9178,1873,4,7,353
11,9178,2517,4,7,353
11,9178,2519,4,7,353
11,9178,2523,4,7,353
11,9178,2676,4,7,353
11,9178,2683,4,7,353
11,9178,6001,4,7,353
11,9178,10025,4,7,353
15,1710,518,5,8,345
15,2606,60,5,8,345
15,2606,515,5,8,345
15,2606,518,5,8,345
15,2606,519,5,8,345
15,2606,1873,5,8,345
15,2606,2519,5,8,345
15,2610,60,5,8,345
15,2610,515,5,8,345
15,2610,518,5,8,345
15,2610,519,5,8,345
15,2610,1873,5,8,345
15,2610,2519,5,8,345
15,7475,60,5,8,345
15,7475,515,5,8,345
15,7475,518,5,8,345
15,7475,519,5,8,345
15,7475,1873,5,8,345
15,7475,2519,5,8,345
15,7475,2676,5,8,345
16,2242,202,6,9,341
16,2663,202,6,9,341
17,374,906,6,9,340
17,625,41,6,9,340
17,625,906,6,9,340
17,625,1104,6,9,340
17,625,1710,6,9,340
