req,origin_station,destination_station,start_driving_time,arriving_time,Rev
1,19,41,2,5,340
1,19,301,2,5,340
1,19,808,2,5,340
1,19,809,2,5,340
1,19,906,2,5,340
1,19,1104,2,5,340
1,19,1106,2,5,340
1,19,1420,2,5,340
1,19,1594,2,5,340
1,19,1684,2,6,340
1,19,1703,2,5,340
1,19,1710,2,5,340
1,19,2242,2,5,340
1,19,2663,2,5,340
1,19,3211,2,5,340
1,19,7615,2,5,340
1,19,9178,2,5,340
1,60,1710,2,5,340
1,60,2242,2,5,340
1,504,41,2,5,340
1,504,906,2,5,340
1,504,1104,2,5,340
1,504,1420,2,5,340
1,504,1594,2,4,340
1,504,1703,2,5,340
1,504,1710,2,5,340
1,504,2242,2,5,340
1,504,9178,2,5,340
1,506,41,2,5,340
1,506,301,2,5,340
1,506,808,2,5,340
1,506,809,2,5,340
1,506,906,2,5,340
1,506,1104,2,5,340
1,506,1106,2,5,340
1,506,1420,2,5,340
1,506,1594,2,5,340
1,506,1703,2,5,340
1,506,1710,2,5,340
1,506,2242,2,5,340
1,506,3211,2,5,340
1,506,9178,2,5,340
1,507,41,2,5,340
1,507,808,2,5,340
1,507,809,2,5,340
1,507,906,2,5,340
1,507,1104,2,5,340
1,507,1106,2,5,340
1,507,1420,2,5,340
1,507,1594,2,5,340
1,507,1703,2,5,340
1,507,1710,2,5,340
1,507,2242,2,5,340
1,507,3211,2,5,340
1,507,9178,2,5,340
1,509,41,2,5,340
1,509,301,2,5,340
1,509,808,2,5,340
1,509,809,2,5,340
1,509,906,2,5,340
1,509,1104,2,5,340
1,509,1106,2,5,340
1,509,1420,2,5,340
1,509,1594,2,5,340
1,509,1684,2,6,340
1,509,1703,2,5,340
1,509,1710,2,5,340
1,509,2242,2,5,340
1,509,3211,2,5,340
1,509,9178,2,5,340
1,514,41,2,5,340
1,514,906,2,5,340
1,514,1104,2,5,340
1,514,1420,2,5,340
1,514,1703,2,5,340
1,514,1710,2,5,340
1,514,2242,2,5,340
1,514,9178,2,5,340
1,515,1710,2,5,340
1,515,2242,2,5,340
1,515,9178,2,5,340
1,1873,1710,2,5,340
1,2517,41,2,5,340
1,2517,906,2,5,340
1,2517,1104,2,5,340
1,2517,1420,2,5,340
1,2517,1594,2,5,340
1,2517,1703,2,5,340
1,2517,1710,2,5,340
1,2517,2242,2,5,340
1,2517,9178,2,5,340
1,2670,41,2,5,340
1,2670,301,2,5,340
1,2670,808,2,5,340
1,2670,809,2,5,340
1,2670,906,2,5,340
1,2670,1104,2,5,340
1,2670,1106,2,5,340
1,2670,1420,2,5,340
1,2670,1594,2,5,340
1,2670,1703,2,5,340
1,2670,1710,2,5,340
1,2670,2242,2,5,340
1,2670,3211,2,5,340
1,2670,7615,2,5,340
1,2670,9178,2,5,340
4,1160,1627,3,6,300
4,2831,1627,3,6,300
4,8371,1627,3,6,300
5,19,1710,3,6,278
5,19,2242,3,6,278
5,19,9178,3,6,278
5,504,1710,3,6,278
5,504,2242,3,6,278
5,506,41,3,6,278
5,506,1703,3,6,278
5,506,1710,3,6,278
5,506,2242,3,6,278
5,506,9178,3,6,278
5,507,41,3,6,278
5,507,1703,3,6,278
5,507,1710,3,6,278
5,507,2242,3,6,278
5,507,9178,3,6,278
5,509,41,3,6,278
5,509,1703,3,6,278
5,509,1710,3,6,278
5,509,2242,3,6,278
5,509,9178,3,6,278
5,2670,41,3,6,278
5,2670,1703,3,6,278
5,2670,1710,3,6,278
5,2670,2242,3,6,278
5,2670,9178,3,6,278
7,41,301,3,5,291
7,41,808,3,5,291
7,41,809,3,5,291
7,41,1420,3,5,291
7,41,1594,3,5,291
7,41,2327,3,5,291
7,41,2869,3,5,291
7,301,808,3,5,291
7,301,809,3,5,291
7,301,1594,3,5,291
7,808,809,3,5,291
7,808,1594,3,5,291
7,808,2869,3,5,291
7,809,808,3,5,291
7,809,1594,3,5,291
7,809,2869,3,5,291
7,906,301,3,5,291
7,906,808,3,5,291
7,906,809,3,5,291
7,906,1420,3,5,291
7,906,1594,3,5,291
7,906,2327,3,5,291
7,906,2869,3,5,291
7,906,3273,3,5,291
7,1104,301,3,5,291
7,1104,808,3,5,291
7,1104,809,3,5,291
7,1104,1420,3,5,291
7,1104,1594,3,5,291
7,1104,2327,3,5,291
7,1104,2869,3,5,291
7,1106,808,3,5,291
7,1106,809,3,5,291
7,1106,1594,3,5,291
7,1106,2327,3,5,291
7,1106,2869,3,5,291
7,1420,301,3,5,291
7,1420,808,3,5,291
7,1420,809,3,5,291
7,1420,1594,3,5,291
7,1594,808,3,5,291
7,1594,809,3,5,291
7,1684,808,3,5,291
7,1703,301,3,5,291
7,1703,808,3,5,291
7,1703,809,3,5,291
7,1703,1420,3,5,291
7,1703,1594,3,5,291
7,1703,2327,3,5,291
7,1703,2869,3,5,291
7,1710,301,3,5,291
7,1710,808,3,5,291
7,1710,809,3,5,291
7,1710,1160,3,5,291
7,1710,1420,3,5,291
7,1710,1594,3,5,291
7,1710,2327,3,5,291
7,1710,2869,3,5,291
7,2242,301,3,5,291
7,2242,808,3,5,291
7,2242,809,3,5,291
7,2242,1160,3,5,291
7,2242,1420,3,5,291
7,2242,1594,3,5,291
7,2242,2327,3,5,291
7,2242,2869,3,5,291
7,2242,3273,3,5,291
7,2327,808,3,5,291
7,2327,809,3,5,291
7,2327,2869,3,5,291
7,2663,808,3,5,291
7,2663,809,3,5,291
7,2663,2327,3,5,291
7,2663,2869,3,5,291
7,3211,808,3,5,291
7,3211,809,3,5,291
7,3211,1594,3,5,291
7,3211,2327,3,5,291
7,3211,2869,3,5,291
7,7475,2327,3,5,291
7,7615,808,3,5,291
7,7615,809,3,5,291
7,7615,1594,3,5,291
7,7615,2327,3,5,291
7,7615,2869,3,5,291
7,9178,301,3,5,291
7,9178,808,3,5,291
7,9178,809,3,5,291
7,9178,1160,3,5,291
7,9178,1420,3,5,291
7,9178,1594,3,5,291
7,9178,2327,3,5,291
7,9178,2869,3,5,291
7,10453,2327,3,5,291
7,10453,2869,3,5,291
10,41,374,4,7,371
10,41,625,4,7,371
10,41,769,4,7,371
10,41,770,4,7,371
10,41,1779,4,7,371
10,41,1847,4,7,371
10,41,2185,4,7,371
10,41,2848,4,7,371
10,41,3025,4,7,371
10,41,10152,4,7,371
10,72,769,4,8,371
10,72,2185,4,8,371
10,301,625,4,7,371
10,301,769,4,7,371
10,301,1779,4,7,371
10,301,1847,4,7,371
10,301,2185,4,7,371
10,808,374,4,7,371
10,808,625,4,7,371
10,808,769,4,7,371
10,808,1779,4,7,371
10,808,1847,4,7,371
10,808,2185,4,7,371
10,808,2848,4,7,371
10,808,3025,4,7,371
10,809,625,4,7,371
10,809,769,4,7,371
10,809,1779,4,7,371
10,809,1847,4,7,371
10,809,2185,4,7,371
10,906,374,4,7,371
10,906,625,4,7,371
10,906,769,4,7,371
10,906,770,4,7,371
10,906,1779,4,7,371
10,906,1847,4,7,371
10,906,2185,4,7,371
10,906,2848,4,7,371
10,906,3025,4,7,371
10,906,10152,4,7,371
10,1104,374,4,7,371
10,1104,625,4,8,371
10,1104,769,4,7,371
10,1104,770,4,7,371
10,1104,1779,4,8,371
10,1104,1847,4,7,371
10,1104,2185,4,7,371
10,1104,2848,4,7,371
10,1104,3025,4,7,371
10,1106,374,4,7,371
10,1106,625,4,7,371
10,1106,769,4,7,371
10,1106,1779,4,7,371
10,1106,1847,4,7,371
10,1106,2185,4,7,371
10,1106,2848,4,7,371
10,1106,3025,4,7,371
10,1136,374,4,7,371
10,1136,625,4,7,371
10,1136,769,4,7,371
10,1136,1779,4,7,371
10,1136,1847,4,7,371
10,1136,2185,4,7,371
10,1136,2848,4,7,371
10,1136,3025,4,7,371
10,1420,625,4,7,371
10,1420,769,4,7,371
10,1420,1779,4,7,371
10,1420,1847,4,7,371
10,1420,2185,4,7,371
10,1594,625,4,7,371
10,1594,769,4,7,371
10,1594,1779,4,7,371
10,1594,1847,4,7,371
10,1594,2185,4,7,371
10,1684,374,4,8,371
10,1684,625,4,8,371
10,1684,769,4,8,371
10,1684,1779,4,8,371
10,1684,1847,4,8,371
10,1684,2185,4,8,371
10,1684,2848,4,8,371
10,1684,3025,4,8,371
10,1703,374,4,7,371
10,1703,625,4,7,371
10,1703,769,4,7,371
10,1703,770,4,7,371
10,1703,1779,4,7,371
10,1703,1847,4,7,371
10,1703,2185,4,7,371
10,1703,2848,4,7,371
10,1703,3025,4,7,371
10,1703,10152,4,8,371
10,1710,374,4,7,371
10,1710,625,4,7,371
10,1710,769,4,7,371
10,1710,770,4,7,371
10,1710,1779,4,7,371
10,1710,1847,4,7,371
10,1710,2185,4,7,371
10,1710,2848,4,7,371
10,1710,3025,4,7,371
10,1710,10152,4,7,371
10,1856,625,4,7,371
10,1856,769,4,7,371
10,1856,1847,4,7,371
10,1856,2185,4,7,371
10,2242,374,4,7,371
10,2242,625,4,7,371
10,2242,769,4,7,371
10,2242,770,4,7,371
10,2242,1779,4,7,371
10,2242,1847,4,7,371
10,2242,2185,4,7,371
10,2242,2848,4,7,371
10,2242,3025,4,7,371
10,2242,10152,4,7,371
10,2327,374,4,7,371
10,2327,625,4,7,371
10,2327,769,4,7,371
10,2327,770,4,7,371
10,2327,1779,4,7,371
10,2327,1847,4,7,371
10,2327,2185,4,7,371
10,2327,2848,4,7,371
10,2327,3025,4,7,371
10,2391,625,4,7,371
10,2391,769,4,7,371
10,2391,1779,4,7,371
10,2391,1847,4,7,371
10,2391,2185,4,7,371
10,2663,374,4,7,371
10,2663,625,4,7,371
10,2663,769,4,7,371
10,2663,770,4,7,371
10,2663,1779,4,7,371
10,2663,1847,4,7,371
10,2663,2185,4,7,371
10,2663,2848,4,7,371
10,2663,3025,4,7,371
10,2900,625,4,7,371
10,2900,769,4,7,371
10,2900,1847,4,7,371
10,2900,2185,4,7,371
10,3032,374,4,7,371
10,3032,625,4,7,371
10,3032,769,4,7,371
10,3032,770,4,7,371
10,3032,1779,4,7,371
10,3032,1847,4,7,371
10,3032,2185,4,7,371
10,3032,2848,4,7,371
10,3032,3025,4,7,371
10,3211,374,4,7,371
10,3211,625,4,7,371
10,3211,769,4,7,371
10,3211,770,4,7,371
10,3211,1779,4,7,371
10,3211,1847,4,7,371
10,3211,2185,4,7,371
10,3211,2848,4,7,371
10,3211,3025,4,7,371
10,7475,374,4,7,371
10,7475,625,4,7,371
10,7475,769,4,7,371
10,7475,770,4,7,371
10,7475,1779,4,7,371
10,7475,1847,4,7,371
10,7475,2185,4,7,371
10,7475,2848,4,7,371
10,7475,3025,4,7,371
10,7615,374,4,7,371
10,7615,625,4,7,371
10,7615,769,4,7,371
10,7615,770,4,7,371
10,7615,1779,4,7,371
10,7615,1847,4,7,371
10,7615,2185,4,7,371
10,7615,2848,4,7,371
10,7615,3025,4,7,371
10,9178,374,4,7,371
10,9178,625,4,7,371
10,9178,769,4,7,371
10,9178,770,4,7,371
10,9178,1779,4,7,371
10,9178,1847,4,7,371
10,9178,2185,4,7,371
10,9178,2848,4,7,371
10,9178,3025,4,7,371
10,10453,374,4,7,371
10,10453,625,4,7,371
10,10453,769,4,7,371
10,10453,1779,4,7,371
10,10453,1847,4,7,371
10,10453,2185,4,7,371
10,10453,2848,4,7,371
10,10453,3025,4,7,371
12,41,1669,4,8,479
12,301,1669,4,8,479
12,808,1669,4,8,479
12,809,1669,4,8,479
12,906,1669,4,8,479
12,1420,1669,4,8,479
12,1594,1669,4,8,479
12,1703,1669,4,8,479
12,1710,1669,4,8,479
12,1856,1669,4,8,479
12,2242,541,4,8,479
12,2242,1237,4,8,479
12,2242,1669,4,8,479
12,2663,541,4,8,479
12,2663,1237,4,9,479
12,2663,1669,4,8,479
12,3032,1669,4,8,479
12,3211,1669,4,8,479
12,7615,1669,4,8,479
12,9178,541,4,7,479
12,9178,1237,4,8,479
12,9178,1669,4,8,479
12,10453,1669,4,8,479
14,41,769,4,7,359
14,41,2185,4,7,359
14,906,625,4,7,359
14,906,769,4,7,359
14,906,1847,4,7,359
14,906,2185,4,7,359
14,1703,769,4,7,359
14,1710,769,4,7,359
14,1710,2185,4,7,359
14,2242,625,4,7,359
14,2242,769,4,7,359
14,2242,1847,4,7,359
14,2242,2185,4,7,359
15,41,769,4,7,359
